,city,district,street_name,rooms,size_m2,price_per_m2,price
10347,Warszawa, Wilanów, Branickiego,2,48.2,13485,650000.0
10348,Warszawa, Białołęka, Nowodwory,3,56.65,9356,530000.0
10349,Warszawa, Mokotów, Królikarnia,2,36.3,13085,475000.0
10350,Warszawa, Bielany, ul. Gąbińska 30,2,35.0,13500,472500.0
10351,Warszawa, Wola,,1,28.0,11750,329000.0
10352,Warszawa, Mokotów, ul. Białej Floty,4,132.0,25076,3310000.0
10353,Warszawa, Rembertów,,4,86.0,12791,1100000.0
10354,Warszawa, Białołęka,,2,50.0,11980,599000.0
10355,Warszawa, Targówek, Bródno,3,53.0,10375,549900.0
10356,Warszawa, Praga-Południe, Witolińska,2,47.5,10695,508000.0
10357,Warszawa, Śródmieście, Okólnik,4,185.88,26092,4850000.0
10358,Warszawa, Włochy, Stare Włochy,2,66.81,13471,900000.0
10359,Warszawa, Śródmieście,,2,51.0,15471,789000.0
10360,Warszawa, Białołęka, ul. Płochocińska,3,84.99,12766,1085000.0
10361,Warszawa, Śródmieście, Powiśle,4,118.0,15678,1850000.0
10362,Warszawa, Śródmieście, przy Mokotowskiej/cisza/ kamienica z 1930 r. po rewitalizacji,2,28.22,28000,790160.0
10363,Warszawa, Śródmieście, przy Mokotowskiej/cisza/ kamienica z 1930 r. po rewitalizacji,3,43.69,26000,1135940.0
10364,Warszawa, Śródmieście, przy Mokotowskiej/cisza/ kamienica z 1930 r. po rewitalizacji,3,79.38,28000,2222640.0
10365,Warszawa, Bemowo,,3,45.99,10850,499000.0
10366,Warszawa, Mokotów, Jana III Sobieskiego,4,197.0,13706,2700000.0
10367,Warszawa, Wesoła, Stara Miłosna,3,120.0,5825,699000.0
10368,Warszawa, Ursus, ul. Kolorowa,2,49.6,10766,534000.0
10369,Warszawa, Wilanów, Herbu Janina,3,84.0,23798,1999000.0
10370,Warszawa, Praga-Południe, ul. Józefa Chłopickiego,2,53.0,9434,500000.0
10371,Warszawa, Praga-Północ, ul. Siedlecka,3,75.54,10193,770000.0
10372,Warszawa, Wola, Muranów,3,54.8,15511,850000.0
10373,Warszawa, Żoliborz,,3,49.0,12449,610000.0
10374,Warszawa, Targówek, Bródno,4,75.0,10600,795000.0
10375,Warszawa, Białołęka, ul. Żeglugi Wiślanej,4,87.6,7637,669000.0
10376,Warszawa, Ochota, Mołdawska,2,37.5,14533,545000.0
10377,Warszawa, Mokotów, Sadyba,3,63.93,14078,900000.0
10378,Warszawa, Wawer, Celulozy,4,129.0,6667,860000.0
10379,Warszawa, Ursynów, Surowieckiego,3,63.0,14270,899000.0
10380,Warszawa, Ursus,,2,36.0,11806,425000.0
10381,Warszawa, Targówek, Pohulanka,3,56.3,13144,740000.0
10382,Warszawa, Praga-Południe, Gocław,4,78.5,10064,790000.0
10383,Warszawa, Wola, Pańska,4,138.8,17000,2359600.0
10384,Warszawa, Ochota, Karola Dickensa,2,48.0,13958,670000.0
10385,Warszawa, Targówek, Ponarska,2,33.0,15121,499000.0
10386,Warszawa, Praga-Północ, Białostocka,2,56.16,12500,702000.0
10387,Warszawa, Ochota,,4,88.0,10114,890000.0
10388,Warszawa, Targówek, Bródno,2,37.5,9867,370000.0
10389,Warszawa, Praga-Północ, Szwedzka,2,41.5,16386,680000.0
10390,Warszawa, Bemowo,,3,64.0,10859,695000.0
10391,Warszawa, Śródmieście, Powiśle,2,55.3,32550,1800000.0
10392,Warszawa, Śródmieście, al. Jana Chrystiana Szucha,3,88.25,20283,1790000.0
10393,Warszawa, Praga-Południe, Gocław,2,44.0,15568,685000.0
10394,Warszawa, Żoliborz, Sady Żoliborskie,2,47.0,12128,570000.0
10395,Warszawa, Mokotów, Ksawerów,2,40.39,19535,789000.0
10396,Warszawa, Mokotów, Górny Mokotów,2,45.0,17956,808000.0
10397,Warszawa, Mokotów, Górny Mokotów,3,68.27,17500,1194725.0
10398,Warszawa, Praga-Południe,,3,64.0,10469,670000.0
10399,Warszawa, Wola, Wronia,2,55.52,18000,999360.0
10400,Warszawa, Ursynów, Wyścigowa,3,72.85,16129,1175000.0
10401,Warszawa, Mokotów, Dolny Mokotów,4,186.0,13999,2603814.0
10402,Warszawa, Bemowo, Gołuchowska,3,60.4,10745,649000.0
10403,Warszawa, Mokotów, ul. Cybernetyki,2,43.0,16279,700000.0
10404,Warszawa, Bielany, ul. Pabla Nerudy,3,55.0,12000,660000.0
10405,Warszawa, Śródmieście, Śródmieście Północne,2,38.8,16727,649000.0
10406,Warszawa, Mokotów, Stefana Batorego,3,53.6,14627,784000.0
10407,Warszawa, mazowieckie,,2,41.0,13171,540000.0
10408,Warszawa, Bielany, Wrzeciono,2,37.0,11595,429000.0
10409,Warszawa, Praga-Południe, Gocław,4,81.5,13497,1100000.0
10410,Warszawa, Śródmieście,,2,66.21,20994,1390000.0
10411,Warszawa, Mokotów, Ludwika Narbutta,3,97.3,19500,1897350.0
10412,Warszawa, Śródmieście, Plac Konstytucji,3,68.0,20588,1400000.0
10414,Warszawa, Wola, Józefa Bema,2,50.5,12851,649000.0
10415,Warszawa, Ochota, Szczęśliwice,3,110.83,23910,2650000.0
10416,Warszawa, Białołęka, Podłużna,2,43.1,10325,445000.0
10417,Warszawa, Praga-Południe, Grochów,3,62.2,9003,560000.0
10418,Warszawa, Wola, Krochmalna,1,35.0,28000,980000.0
10419,Warszawa, Wilanów,,4,122.18,10842,1324728.0
10420,Warszawa, Targówek, Bródno,3,53.0,10377,550000.0
10421,Warszawa, Białołęka, Nowodworska,1,32.0,11406,365000.0
10422,Warszawa, Wola, ul. Chłodna,1,26.5,16226,430000.0
10423,Warszawa, Wawer, Garncarska,5,122.0,11066,1350000.0
10424,Warszawa, Wilanów, al. Rzeczypospolitej,5,137.01,20429,2799000.0
10425,Warszawa, Bielany, ul. Kwitnąca,3,56.8,9595,545000.0
10426,Warszawa, Białołęka, Kobiałka,2,43.0,11605,499000.0
10427,Warszawa, Bemowo,,3,62.5,13520,845000.0
10428,Warszawa, Śródmieście, Stanisława Dubois,2,47.51,14713,699000.0
10429,Warszawa, Wilanów, Adama Branickiego,4,102.23,15847,1620000.0
10430,Warszawa, Białołęka, Leona Berensona,3,68.38,9637,659000.0
10431,Warszawa, Bielany, Słodowiec,2,35.0,14257,499000.0
10432,Warszawa, Bielany, Słodowiec,6,52.6,12072,635000.0
10433,Warszawa, Wesoła, Stara Miłosna,4,80.0,10250,820000.0
10434,Warszawa, Mokotów, Kazimierzowska,2,46.0,16087,740000.0
10435,Warszawa, Wola, Góralska,2,46.0,12600,579600.0
10436,Warszawa, Włochy, Raków,2,35.77,14789,529000.0
10437,Warszawa, Wola," Danuty Siedzikówny ""Inki""",3,49.5,11899,589000.0
10438,Warszawa, Białołęka,,2,43.2,9931,429000.0
10439,Warszawa, Mokotów, Jana III Sobieskiego,4,185.55,14000,2597700.0
10440,Warszawa, Śródmieście, ul. Bagatela,4,86.93,21900,1903767.0
10441,Warszawa, Mokotów,,4,76.0,12961,985000.0
10442,Warszawa, Żoliborz, Ludwika Rydygiera,2,45.9,19826,910000.0
10443,Warszawa, Praga-Południe, Saska Kępa,3,47.49,12550,596000.0
10444,Warszawa, Ursynów, Hirszfelda,3,59.0,14407,850000.0
10445,Warszawa, Mokotów,,3,57.7,10208,589000.0
10446,Warszawa, Ursus, Stanisława Wojciechowskiego,3,46.3,10900,504670.0
10447,Warszawa, Śródmieście, Śródmieście Południowe,3,82.04,21941,1800000.0
10448,Warszawa, Śródmieście, ul. Bagatela,4,69.38,14846,1030000.0
10449,Warszawa, Mokotów, Czerniakowska 127,4,84.9,14134,1200000.0
10450,Warszawa, Białołęka, Feliksa Pancera,3,48.0,12896,619000.0
10451,Warszawa, Białołęka, Nowodwory,2,45.94,10900,500746.0
10452,Warszawa, Ochota, ul. Grójecka,3,68.6,16501,1132000.0
10453,Warszawa, Białołęka,,3,57.0,8772,500000.0
10454,Warszawa, Białołęka,,2,53.3,9362,499000.0
10455,Warszawa, Ochota, ul. Dobosza,3,60.4,10927,660000.0
10456,Warszawa, Targówek, Janinówka,3,56.1,11765,660000.0
10457,Warszawa, Wilanów,,4,185.0,11838,2190000.0
10458,Warszawa, Bielany,,3,56.0,10893,610000.0
10459,Warszawa, Białołęka, Nowodwory,3,47.15,9700,457355.0
10460,Warszawa, Mokotów,,4,83.0,15181,1260000.0
10461,Warszawa, Ursynów, Imielin,3,56.09,14263,800000.0
10462,Warszawa, Bielany, ul. Hansa Christiana Andersena,2,43.7,12014,525000.0
10463,Warszawa, Wola, ul. Okocimska,3,49.85,10231,510000.0
10464,Warszawa, Mokotów, ul. Iwicka,1,18.0,18333,330000.0
10465,Warszawa, Wola, ul. Chłodna,2,26.5,16226,430000.0
10466,Warszawa, Mokotów,,3,127.0,14252,1810000.0
10467,Warszawa, Wilanów,,4,123.17,10800,1330236.0
10468,Warszawa, Wilanów,,3,57.05,10800,616140.0
10469,Warszawa, Wilanów,,3,58.7,10800,633960.0
10470,Warszawa, Bielany," Zgrupowania AK ""Żmija""",4,91.8,10882,999000.0
10471,Warszawa, Wilanów, Oś Królewska,3,60.4,15215,919000.0
10472,Warszawa, Mokotów, Stegny,4,115.0,12078,1389000.0
10473,Warszawa, Ursynów, Związku Walki Młodych,3,59.4,10505,624000.0
10474,Warszawa, Ursynów, Pieskowa Skała/Służewiec/taras/garaż/2021 r.,2,46.0,16196,745000.0
10475,Warszawa, Ursynów,,6,125.2,12780,1600000.0
10476,Warszawa, Ochota, Szczęśliwice,3,74.0,12200,902800.0
10477,Warszawa, Targówek, Wesoła,2,42.0,13690,575000.0
10478,Warszawa, Mokotów, Sielce,5,274.0,39416,10800000.0
10479,Warszawa, Mokotów, Sielce,5,274.0,35766,9800000.0
10480,Warszawa, Wola, Góralska,3,50.0,11200,560000.0
10481,Warszawa, Praga-Południe, ul. Szaserów,3,56.0,10179,570000.0
10482,Warszawa, Mokotów, Dolny Mokotów,4,275.0,46545,12800000.0
10483,Warszawa, Śródmieście, Powiśle,2,58.84,15636,920000.0
10484,Warszawa, Ochota,,2,32.0,15594,499000.0
10485,Warszawa, Wola, Muranów,2,37.84,18446,698000.0
10486,Warszawa, Białołęka, Nowodwory,2,51.65,10029,518005.0
10487,Warszawa, Ursynów, Stokłosy,4,75.0,17667,1325000.0
10488,Warszawa, Praga-Południe, Gocław,3,62.96,14800,931808.0
10489,Warszawa, Mokotów, Służewiec,4,75.0,16667,1250000.0
10490,Warszawa, Praga-Południe, Saska Kępa,5,110.1,18165,2000000.0
10491,Warszawa, Ursynów, Ludwinowska,3,79.0,22152,1750000.0
10492,Warszawa, Żoliborz, Gwiaździsta,3,68.0,24265,1650000.0
10493,Warszawa, Bemowo,,3,73.0,13973,1020000.0
10494,Warszawa, Ursynów, Zięby,2,49.14,13390,658000.0
10495,Warszawa, Ochota, Szczęśliwicka,4,93.8,19912,1867770.0
10496,Warszawa, Białołęka, Aleksandra Kamińskiego,2,39.27,10441,410000.0
10497,Warszawa, Rembertów,,3,52.0,8899,462748.0
10498,Warszawa, Ochota, Białobrzeska,1,31.0,15484,480000.0
10499,Warszawa, Białołęka,,1,35.0,10571,370000.0
10500,Warszawa, Żoliborz, ul. Zbigniewa Romaszewskiego,1,27.02,15544,420000.0
10501,Warszawa, Praga-Południe, Saska Kępa,2,38.0,12342,469000.0
10502,Warszawa, Praga-Południe,,2,50.0,13270,663500.0
10503,Warszawa, Praga-Północ, Ząbkowska,2,38.0,11053,420000.0
10504,Warszawa, Ochota, Stara Ochota,2,54.35,18381,999000.0
10505,Warszawa, Bielany, Kolektorska,4,95.96,18000,1727280.0
10506,Warszawa, Białołęka, Marywilska,3,71.0,11394,809000.0
10507,Warszawa, Targówek, Elsnerów,3,55.5,12521,694900.0
10508,Warszawa, Praga-Północ, Józefa Sierakowskiego,2,30.63,19500,597285.0
10509,Warszawa, Włochy, Aleje Jerozolimskie,4,91.8,10185,935000.0
10510,Warszawa, Bielany, Piaski,2,38.0,10763,409000.0
10511,Warszawa, Śródmieście, Aleja Jana Chrystiana Szucha,1,16.0,23750,380000.0
10512,Warszawa, Ursynów, Kądziołeczki,4,130.0,8462,1100000.0
10513,Warszawa, Mokotów, al. Niepodległości 71a (Mokotów),2,36.7,14087,517000.0
10514,Warszawa, Wola, Mirów,2,46.62,19400,904428.0
10515,Warszawa, Wola, Mirów,2,46.62,19400,904428.0
10516,Warszawa, Żoliborz,,3,53.2,12556,668000.0
10517,Warszawa, Ursus, Dzieci Warszawy,2,57.0,10088,575000.0
10518,Warszawa, Mokotów,,2,39.05,10499,410000.0
10519,Warszawa, Mokotów,,2,47.47,10322,490000.0
10520,Warszawa, Ochota, Rakowiec,3,44.84,13805,619000.0
10521,Warszawa, Mokotów,,2,52.54,10468,550000.0
10522,Warszawa, Mokotów,,2,46.74,10484,490000.0
10523,Warszawa, Mokotów, Aleja Niepodległości,2,37.0,17838,660000.0
10524,Warszawa, Mokotów, Wincentego Rzymowskiego,2,50.0,12400,620000.0
10525,Warszawa, Bielany, Kwitnąca,2,54.1,10998,595000.0
10526,Warszawa, Żoliborz, Plac Inwalidów,3,85.7,24446,2095000.0
10527,Warszawa, Mokotów, Ludowa,4,121.0,23140,2800000.0
10528,Warszawa, Śródmieście, Śródmieście Południowe,2,42.11,20898,880000.0
10529,Warszawa, Białołęka, Krokwi,2,44.0,13614,599000.0
10530,Warszawa, Wola, Odolany,3,54.0,11093,599000.0
10531,Warszawa, Białołęka, Gębicka,4,73.0,8425,615000.0
10532,Warszawa, Wesoła, Gościniec,4,80.0,9625,770000.0
10533,Warszawa, Mokotów, św. Bonifacego,4,114.0,16925,1929500.0
10534,Warszawa, Wola, Mirów,2,37.6,15372,578000.0
10535,Warszawa, Wilanów, Prymasa Augusta Hlonda,3,83.43,12585,1050000.0
10536,Warszawa, Białołęka, ul. Gioacchino Rossiniego,3,64.3,13530,870000.0
10537,Warszawa, Wola, Marcina Kasprzaka,2,45.6,11382,519000.0
10538,Warszawa, Żoliborz, ul. Juliusza Słowackiego,2,44.5,15056,670000.0
10539,Warszawa, Wola, Wronia,2,45.0,23333,1050000.0
10540,Warszawa, Praga-Południe, Grochów,2,35.0,13714,479997.0
10541,Warszawa, Mokotów, Ludowa,3,115.0,24348,2800000.0
10542,Warszawa, Śródmieście, Piękna,3,83.0,20602,1710000.0
10543,Warszawa, Mokotów, Bełdan,3,48.0,13125,630000.0
10544,Warszawa, Praga-Południe, ul. Augustyna Kordeckiego,2,47.96,14575,699000.0
10545,Warszawa, Mokotów, Podchorążych,3,110.0,21091,2320000.0
10546,Warszawa, Praga-Południe, Mlądzka,2,44.32,11733,520000.0
10547,Warszawa, Wola, Muranów,3,45.6,12939,590000.0
10548,Warszawa, Białołęka, Tarchomin,2,60.8,8500,516800.0
10549,Warszawa, Mokotów,,4,140.0,13707,1919000.0
10550,Warszawa, Mokotów,,5,148.0,13682,2025000.0
10551,Warszawa, Ursynów, al. Aleja Komisji Edukacji Narodowej,2,52.0,12673,659000.0
10552,Warszawa, Białołęka, Odkryta,1,35.1,11538,405000.0
10553,Warszawa, Praga-Południe, ul. Budrysów,3,60.0,9317,559000.0
10554,Warszawa, Mokotów,,6,309.0,18447,5700000.0
10555,Warszawa, Mokotów, al. gen. Władysława Sikorskiego,3,81.6,14424,1177000.0
10556,Warszawa, Włochy,,3,62.17,11581,720000.0
10557,Warszawa, Wesoła, al. Jana Pawła II,1,27.9,20975,585200.0
10558,Warszawa, Praga-Południe, Saska Kępa,2,38.3,16684,639000.0
10559,Warszawa, Włochy, Przedpole,3,62.1,16103,1000000.0
10560,Warszawa, Białołęka, Kobiałka,2,53.3,9287,495000.0
10561,Warszawa, Targówek, Bródno,3,53.0,10377,550000.0
10562,Warszawa, Mokotów, Jana III Sobieskiego,4,135.0,17200,2322000.0
10563,Warszawa, Ursynów, Nowoursynowska,2,42.0,15452,649000.0
10564,Warszawa, Mokotów, Służewiec,3,50.0,11580,579000.0
10565,Warszawa, Wola, Muranów,2,57.0,17542,999900.0
10566,Warszawa, Mokotów, Stegny,3,53.0,9906,525000.0
10567,Warszawa, Białołęka, Claudia Monteverdiego,3,53.89,8907,480000.0
10568,Warszawa, Bielany, Kazimierza Grodeckiego,3,71.0,14718,1045000.0
10569,Warszawa, Mokotów, Jazgarzewska,4,173.0,25000,4325000.0
10570,Warszawa, Wola,,6,118.6,18465,2190000.0
10571,Warszawa, Ursynów, Ludwika Hirszfelda,3,56.0,14268,799000.0
10572,Warszawa, Białołęka, ul. Wiśniowy Sad,2,51.53,9684,499000.0
10573,Warszawa, Mokotów, Antoniego Malczewskiego,2,49.0,15571,763000.0
10574,Warszawa, Targówek,,2,55.1,10871,599000.0
10575,Warszawa, Ursynów,,3,60.0,12250,735000.0
10576,Warszawa, Śródmieście, ul. Bagno,1,30.0,19500,585000.0
10577,Warszawa, Mokotów, Górny Mokotów,4,69.33,14409,999000.0
10578,Warszawa, Wola, Mirów,2,47.5,18926,899000.0
10579,Warszawa, Białołęka, Głębocka,3,77.8,10026,780000.0
10580,Warszawa, Mokotów, Klarysewska,2,53.0,11036,584900.0
10581,Warszawa, Targówek,,3,60.2,9950,599000.0
10582,Warszawa, Wilanów, al. Rzeczypospolitej,3,60.0,15833,950000.0
10583,Warszawa, Ursus, Sławka,3,53.5,12449,666000.0
10584,Warszawa, Śródmieście, Powiśle,2,60.0,58333,3500000.0
10585,Warszawa, Bielany, Hansa Christiana Andersena,1,26.0,14038,365000.0
10586,Warszawa, Wilanów, ul. Adama Branickiego,3,51.41,17506,900000.0
10587,Warszawa, Rembertów, Strażacka,2,40.4,11000,444400.0
10588,Warszawa, Mokotów, Górny Mokotów,3,52.2,13966,729000.0
10589,Warszawa, Praga-Południe, Saska Kępa,1,42.0,12500,525000.0
10590,Warszawa, Ursynów,,4,135.0,14067,1899000.0
10591,Warszawa, Ursus, Zagłoby,3,48.0,11542,554000.0
10592,Warszawa, Śródmieście, Latawiec,2,39.0,19487,760000.0
10593,Warszawa, Śródmieście,,2,29.0,17759,515000.0
10594,Warszawa, Mokotów,,3,47.0,11915,560000.0
10595,Warszawa, Praga-Południe,,4,105.0,14286,1500000.0
10596,Warszawa, Targówek, Krasiczyńska,2,37.0,12162,450000.0
10597,Warszawa, Bielany,,3,62.4,10417,649999.0
10598,Warszawa, Mokotów, Górny Mokotów,3,69.0,15000,1035000.0
10599,Warszawa, Ochota, Częstochowska,1,37.96,14700,558012.0
10600,Warszawa, Rembertów, Stary Rembertów,3,72.27,8288,599000.0
10601,Warszawa, Śródmieście, Świętojańska,3,115.0,26087,3000000.0
10602,Warszawa, Śródmieście, Nowiniarska,5,103.0,24272,2500000.0
10603,Warszawa, Mokotów, Górny Mokotów,5,152.0,19079,2900000.0
10604,Warszawa, Śródmieście, Śródmieście Południowe,4,254.0,33000,8382000.0
10605,Warszawa, Śródmieście,,5,205.0,18049,3699999.0
10606,Warszawa, Wilanów, Aleksandra Gieysztora,2,45.0,16556,745000.0
10607,Warszawa, Bemowo, ul. Powstańców Śląskich,2,58.8,12075,710000.0
10608,Warszawa, Bielany, Teodora Duracza,2,47.9,15658,750000.0
10609,Warszawa, Praga-Południe,,3,62.5,11920,745000.0
10610,Warszawa, Wola,,3,51.2,13500,691200.0
10611,Warszawa, Praga-Południe, Grochów,2,52.0,10192,529997.0
10612,Warszawa, Wola, al. Solidarności,2,48.0,12479,599000.0
10613,Warszawa, Praga-Południe, Mlądzka,2,43.72,11414,499000.0
10614,Warszawa, Praga-Południe, Grochów,3,62.0,8855,549000.0
10615,Warszawa, Białołęka, Nowodwory,3,59.0,8644,510000.0
10616,Warszawa, Wawer,,3,66.3,9050,600000.0
10617,Warszawa, Śródmieście, Powiśle,2,69.0,16304,1125000.0
10618,Warszawa, Bielany,,3,54.7,11243,615000.0
10619,Warszawa, Śródmieście, Wilcza,4,114.2,17338,1980000.0
10620,Warszawa, Ursynów, Kabaty,2,53.5,11832,633000.0
10621,Warszawa, Białołęka, Skarbka z Gór,3,75.9,9684,735000.0
10622,Warszawa, Ochota, Rakowiec,2,55.42,13172,730000.0
10623,Warszawa, Wawer, Anin,2,56.0,13000,728000.0
10624,Warszawa, Wola, Waliców,1,36.0,13500,486000.0
10625,Warszawa, Praga-Południe, Saska Kępa,2,38.0,13026,495000.0
10626,Warszawa, Bielany, Księżycowa,2,46.93,11187,525000.0
10627,Warszawa, Wilanów, al. Rzeczypospolitej,3,72.6,16047,1165000.0
10628,Warszawa, Wola, Grzybowska,2,53.23,23953,1275000.0
10629,Warszawa, Białołęka,,2,42.9,11189,480000.0
10630,Warszawa, Śródmieście,,2,57.0,26140,1490000.0
10631,Warszawa, Ursynów, Kabaty,4,124.0,12887,1598000.0
10632,Warszawa, Targówek, Suwalska,3,47.0,10596,498000.0
10633,Warszawa, Włochy, Przedpole,3,63.19,15825,1000000.0
10634,Warszawa, Ursynów, Henryka Raabego,2,32.26,17359,560000.0
10635,Warszawa, Ochota, Kaliska,2,54.0,18500,999000.0
10636,Warszawa, Bemowo,,3,66.77,11367,759000.0
10637,Warszawa, Bielany, Stare Bielany,3,80.63,19844,1600000.0
10638,Warszawa, Bemowo, Dywizjonu 303,3,76.0,11184,850000.0
10639,Warszawa, Praga-Południe, Saska Kępa,3,57.0,11579,660000.0
10640,Warszawa, Praga-Północ,,3,49.0,11020,540000.0
10641,Warszawa, Białołęka, Odkryta,2,50.3,10338,520000.0
10642,Warszawa, Mokotów, Stępińska,2,50.09,18966,950000.0
10643,Warszawa, Mokotów, Stegny,1,29.0,18931,549000.0
10644,Warszawa, Targówek, Bródno,3,47.0,9979,469000.0
10645,Warszawa, Wesoła,,4,136.1,4871,663000.0
10646,Warszawa, Śródmieście, Powiśle,4,104.4,17232,1799000.0
10647,Warszawa, Wola,,2,30.86,23169,715000.0
10648,Warszawa, Żoliborz, Braci Załuskich,2,37.0,16730,619000.0
10649,Warszawa, Wola, Mirów,1,35.34,21950,775713.0
10650,Warszawa, Praga-Południe, Gocław,3,76.0,14605,1110000.0
10651,Warszawa, Ursus, ul. Mariana Keniga,1,24.3,14362,349000.0
10652,Warszawa, Ursynów,,3,60.0,12250,735000.0
10653,Warszawa, Ochota, Stara Ochota,2,106.0,21698,2300000.0
10654,Warszawa, Praga-Północ, Radzymińska,3,82.39,12441,1025000.0
10655,Warszawa, Ursynów, Natolin,3,63.5,10236,650000.0
10656,Warszawa, Mokotów,,7,146.46,13649,1999000.0
10657,Warszawa, Białołęka, Brzeziny,3,59.0,11508,679000.0
10658,Warszawa, Śródmieście,,4,94.1,18066,1700000.0
10659,Warszawa, Wola, Szulborska,3,48.2,10581,510000.0
10660,Warszawa, Bielany, Bogusławskiego,4,74.0,12568,930000.0
10661,Warszawa, Ursus, ul. Kolorowa,3,66.0,9530,629000.0
10662,Warszawa, Praga-Południe, Czapelska,3,63.33,12159,770000.0
10663,Warszawa, Mokotów, Lewicka,2,41.0,22000,902000.0
10664,Warszawa, Mokotów, Wielicka,3,115.75,17270,1999000.0
10665,Warszawa, Ochota, Grójecka,2,37.0,12703,470000.0
10666,Warszawa, Mokotów, Ursynowska,2,32.0,22500,720000.0
10667,Warszawa, Mokotów, Fort Piłsudskiego,2,76.0,26316,2000000.0
10668,Warszawa, Żoliborz, ks. Jerzego Popiełuszki,3,91.74,9538,875000.0
10669,Warszawa, Mokotów, Podchorążych,4,129.3,22428,2900000.0
10670,Warszawa, Śródmieście, Wilcza,2,45.1,17073,770000.0
10671,Warszawa, Żoliborz,,2,46.0,19543,899000.0
10672,Warszawa, Mokotów, al. Aleja Wyścigowa,3,73.0,15616,1140000.0
10673,Warszawa, Mokotów, Jadźwingów,3,61.26,12553,769000.0
10674,Warszawa, Wilanów, Aleksandra Gieysztora,2,47.51,16102,765000.0
10675,Warszawa, Śródmieście, Szwoleżerów,5,160.0,13750,2200000.0
10676,Warszawa, Śródmieście, Śródmieście Północne,2,47.7,13836,660000.0
10677,Warszawa, Praga-Południe,,1,27.6,12500,345000.0
10678,Warszawa, Żoliborz, ul. gen. Józefa Zajączka,3,49.0,13776,675000.0
10679,Warszawa, Praga-Północ, ul. 11 Listopada,2,72.76,9896,720000.0
10680,Warszawa, Ochota, Szczęśliwice,4,120.0,15667,1880000.0
10681,Warszawa, Praga-Południe, Władysława Umińskiego,2,44.0,17045,750000.0
10682,Warszawa, Rembertów,,4,74.0,10135,750000.0
10683,Warszawa, Bielany,,4,67.0,10731,719000.0
10684,Warszawa, Praga-Południe, Międzynarodowa 46,3,54.0,12944,699000.0
10685,Warszawa, Targówek, ul. Zielone Zacisze,3,62.1,11916,740000.0
10686,Warszawa, Ursus, Ryżowa,4,174.0,6891,1199000.0
10687,Warszawa, Mokotów, ul. Zygmunta Modzelewskiego,2,54.0,13426,725000.0
10688,Warszawa, Włochy, Aleje Jerozolimskie,3,80.0,17250,1380000.0
10689,Warszawa, Śródmieście, Aleje Jana Pawła II,3,93.0,22581,2100000.0
10690,Warszawa, Ochota, Szczęśliwice,3,67.7,14180,960000.0
10691,Warszawa, Ursynów, Imielin,2,55.29,17345,959000.0
10692,Warszawa, Mokotów, Wierzbno,4,78.0,15372,1199000.0
10693,Warszawa, Praga-Południe, Stanisławowska,2,35.65,12034,429000.0
10694,Warszawa, Wesoła,,3,71.0,12394,880000.0
10695,Warszawa, Wola, Jana Szymczaka,2,52.0,12788,665000.0
10696,Warszawa, Wilanów, Sarmacka,4,85.38,13469,1150000.0
10697,Warszawa, Bielany, Zgrupowania Żmija,2,61.5,14618,899000.0
10698,Warszawa, Ursynów,,2,47.0,15426,725000.0
10699,Warszawa, Białołęka, Grodzisk,3,118.39,13312,1576000.0
10700,Warszawa, Praga-Północ, Stara Praga,3,58.56,14515,850000.0
10701,Warszawa, Praga-Południe, Grochów,3,59.5,12756,759000.0
10702,Warszawa, Praga-Południe, Augustyna Kordeckiego,3,59.5,12605,750000.0
10703,Warszawa, Śródmieście, Powiśle,2,58.0,23621,1370000.0
10704,Warszawa, Wilanów,,4,185.22,29964,5550000.0
10705,Warszawa, Wola, Grzybowska,2,46.62,19400,904428.0
10706,Warszawa, Włochy, Marcina Flisa,1,35.03,15013,525900.0
10707,Warszawa, Żoliborz, Stary Żoliborz,5,353.0,16856,5950000.0
10708,Warszawa, Targówek,,2,65.0,8462,550000.0
10709,Warszawa, Śródmieście, aleja Jana Chrystiana Szucha,3,88.0,20341,1790000.0
10710,Warszawa, Bemowo, Mieczysława Wolfkego,3,65.0,10754,699000.0
10711,Warszawa, Praga-Południe, ul. gen. Romana Abrahama,4,89.7,15050,1350000.0
10712,Warszawa, Wesoła,,2,36.0,12194,439000.0
10713,Warszawa, Bielany, Jana Kasprowicza,3,63.5,12583,799000.0
10714,Warszawa, Ochota, Barska,3,61.0,16066,980000.0
10715,Warszawa, Śródmieście,,3,55.8,17885,998000.0
10716,Warszawa, Białołęka, ul. Daniszewska,2,49.0,10306,505000.0
10717,Warszawa, Ochota, Kaliska,4,207.0,21208,4390000.0
10718,Warszawa, Wola, Karolkowa,2,51.0,17647,900000.0
10719,Warszawa, Praga-Północ, Bródnowska,2,38.5,13766,530000.0
10720,Warszawa, Śródmieście, przy Ordynackiej/winda/ciche/piękna kamienica z 1937 r.,1,34.0,20588,700000.0
10721,Warszawa, Żoliborz, ks. Jerzego Popiełuszki,4,103.33,13539,1399000.0
10722,Warszawa, Wola,,5,164.0,20000,3280000.0
10723,Warszawa, Ursus,,2,38.32,11273,432000.0
10724,Warszawa, Wola, Wolska,3,91.34,13411,1225000.0
10725,Warszawa, Ursus,,3,62.5,8432,527000.0
10726,Warszawa, Bemowo, ul. Zenona Klemensiewicza,2,48.6,12346,600000.0
10727,Warszawa, Ochota, Grójecka 53/57,2,42.3,16076,680000.0
